DateTime,Visitor,Visitor PTS,Home,Home PTS,OT,Attendance,Arena,DateStr,Visitor_short,Home_short,game_id
2014-12-10 19:30:00,Philadelphia 76ers,79.0,Atlanta Hawks,95.0,,11733.0,Philips Arena,201412101930,PHI,ATL,201412101930PHIATL
2014-12-10 20:00:00,Brooklyn Nets,80.0,Chicago Bulls,105.0,,11733.0,United Center,201412102000,BKN,CHI,201412102000BKNCHI
2014-12-10 20:00:00,New Orleans Pelicans,107.0,Dallas Mavericks,112.0,,19988.0,American Airlines Center,201412102000,NOP,DAL,201412102000NOPDAL
2014-12-10 20:00:00,Portland Trail Blazers,82.0,Minnesota Timberwolves,90.0,,10337.0,Target Center,201412102000,POR,MIN,201412102000PORMIN
2014-12-10 20:30:00,New York Knicks,95.0,San Antonio Spurs,109.0,,18581.0,AT&T Center,201412102030,NYK,SAS,201412102030NYKSAS
2014-12-10 22:30:00,Miami Heat,82.0,Denver Nuggets,102.0,,13433.0,Pepsi Center,201412102230,MIA,DEN,201412102230MIADEN
2014-12-10 22:30:00,Houston Rockets,93.0,Golden State Warriors,105.0,,19596.0,Oracle Arena,201412102230,HOU,GSW,201412102230HOUGSW
2014-12-11 20:00:00,Cleveland Cavaliers,94.0,Oklahoma City Thunder,103.0,,18203.0,Chesapeake Energy Arena,201412112000,CLE,OKC,201412112000CLEOKC
2014-12-11 22:30:00,Houston Rockets,113.0,Sacramento Kings,109.0,OT,16676.0,Sleep Train Arena,201412112230,HOU,SAC,201412112230HOUSAC
2014-12-12 19:00:00,Portland Trail Blazers,106.0,Chicago Bulls,115.0,,21725.0,United Center,201412121900,POR,CHI,201412121900PORCHI
2014-12-12 19:00:00,Los Angeles Clippers,96.0,Washington Wizards,104.0,,17437.0,Verizon Center,201412121900,LAC,WAS,201412121900LACWAS
2014-12-12 19:30:00,Orlando Magic,81.0,Atlanta Hawks,87.0,,13247.0,Philips Arena,201412121930,ORL,ATL,201412121930ORLATL
2014-12-12 19:30:00,New York Knicks,101.0,Boston Celtics,95.0,,17989.0,TD Garden,201412121930,NYK,BOS,201412121930NYKBOS
2014-12-12 19:30:00,Philadelphia 76ers,70.0,Brooklyn Nets,88.0,,16326.0,Barclays Center,201412121930,PHI,BKN,201412121930PHIBKN
2014-12-12 19:30:00,Indiana Pacers,94.0,Toronto Raptors,106.0,,19800.0,Air Canada Centre,201412121930,IND,TOR,201412121930INDTOR
2014-12-12 20:00:00,Charlotte Hornets,107.0,Memphis Grizzlies,113.0,2OT,15897.0,FedEx Forum,201412122000,CHH,MEM,201412122000CHHMEM
2014-12-12 20:00:00,Oklahoma City Thunder,111.0,Minnesota Timberwolves,92.0,,13557.0,Target Center,201412122000,OKC,MIN,201412122000OKCMIN
2014-12-12 20:00:00,Cleveland Cavaliers,114.0,New Orleans Pelicans,119.0,,18069.0,Smoothie King Center,201412122000,CLE,NOP,201412122000CLENOP
2014-12-12 21:00:00,Detroit Pistons,105.0,Phoenix Suns,103.0,,17007.0,US Airways Center,201412122100,DET,PHX,201412122100DETPHX
2014-12-12 21:00:00,Miami Heat,100.0,Utah Jazz,95.0,,19911.0,EnergySolutions Arena,201412122100,MIA,UTA,201412122100MIAUTA
2014-12-12 21:30:00,Los Angeles Lakers,112.0,San Antonio Spurs,110.0,OT,18581.0,AT&T Center,201412122130,LAL,SAS,201412122130LALSAS
2014-12-13 14:00:00,Golden State Warriors,105.0,Dallas Mavericks,98.0,,20317.0,American Airlines Center,201412131400,GSW,DAL,201412131400GSWDAL
2014-12-13 19:00:00,Brooklyn Nets,114.0,Charlotte Hornets,87.0,,17113.0,Time Warner Cable Arena,201412131900,BKN,CHH,201412131900BKNCHH
2014-12-13 19:00:00,Portland Trail Blazers,95.0,Indiana Pacers,85.0,,17206.0,Bankers Life Fieldhouse,201412131900,POR,IND,201412131900PORIND
2014-12-13 19:00:00,Atlanta Hawks,99.0,Orlando Magic,100.0,,15939.0,Amway Center,201412131900,ATL,ORL,201412131900ATLORL
2014-12-13 19:30:00,Los Angeles Clippers,106.0,Milwaukee Bucks,111.0,,16227.0,BMO Harris Bradley Center,201412131930,LAC,MIL,201412131930LACMIL
2014-12-13 19:30:00,Memphis Grizzlies,120.0,Philadelphia 76ers,115.0,OT,13698.0,Wells Fargo Center,201412131930,MEM,PHI,201412131930MEMPHI
2014-12-13 20:00:00,Denver Nuggets,96.0,Houston Rockets,108.0,,18136.0,Toyota Center,201412132000,DEN,HOU,201412132000DENHOU
2014-12-13 22:00:00,Detroit Pistons,95.0,Sacramento Kings,90.0,,16242.0,Sleep Train Arena,201412132200,DET,SAC,201412132200DETSAC
2014-12-14 18:00:00,Chicago Bulls,93.0,Miami Heat,75.0,,19600.0,AmericanAirlines Arena,201412141800,CHI,MIA,201412141800CHIMIA
2014-12-14 18:00:00,Golden State Warriors,128.0,New Orleans Pelicans,122.0,OT,15037.0,Smoothie King Center,201412141800,GSW,NOP,201412141800GSWNOP
2014-12-14 18:00:00,Utah Jazz,84.0,Washington Wizards,93.0,,15220.0,Verizon Center,201412141800,UTA,WAS,201412141800UTAWAS
2014-12-14 19:00:00,Los Angeles Lakers,100.0,Minnesota Timberwolves,94.0,,15008.0,Target Center,201412141900,LAL,MIN,201412141900LALMIN
2014-12-14 19:00:00,Phoenix Suns,88.0,Oklahoma City Thunder,112.0,,18203.0,Chesapeake Energy Arena,201412141900,PHX,OKC,201412141900PHXOKC
2014-12-14 19:30:00,Toronto Raptors,95.0,New York Knicks,90.0,OT,19812.0,Madison Square Garden (IV),201412141930,TOR,NYK,201412141930TORNYK
2014-12-14 20:00:00,San Antonio Spurs,99.0,Denver Nuggets,91.0,,16544.0,Pepsi Center,201412142000,SAS,DEN,201412142000SASDEN
2014-12-15 19:00:00,Charlotte Hornets,88.0,Cleveland Cavaliers,97.0,,20562.0,Quicken Loans Arena,201412151900,CHH,CLE,201412151900CHHCLE
2014-12-15 19:00:00,Los Angeles Lakers,91.0,Indiana Pacers,110.0,,15261.0,Bankers Life Fieldhouse,201412151900,LAL,IND,201412151900LALIND
2014-12-15 19:00:00,Boston Celtics,105.0,Philadelphia 76ers,87.0,,12903.0,Wells Fargo Center,201412151900,BOS,PHI,201412151900BOSPHI
2014-12-15 19:30:00,Chicago Bulls,86.0,Atlanta Hawks,93.0,,16805.0,Philips Arena,201412151930,CHI,ATL,201412151930CHIATL
2014-12-15 19:30:00,Orlando Magic,82.0,Toronto Raptors,95.0,,19800.0,Air Canada Centre,201412151930,ORL,TOR,201412151930ORLTOR
2014-12-15 21:00:00,Milwaukee Bucks,96.0,Phoenix Suns,94.0,,17327.0,US Airways Center,201412152100,MIL,PHX,201412152100MILPHX
2014-12-15 22:00:00,San Antonio Spurs,95.0,Portland Trail Blazers,108.0,,19441.0,Moda Center,201412152200,SAS,POR,201412152200SASPOR
2014-12-15 22:30:00,Detroit Pistons,91.0,Los Angeles Clippers,113.0,,19060.0,STAPLES Center,201412152230,DET,LAC,201412152230DETLAC
2014-12-16 19:00:00,Minnesota Timberwolves,95.0,Washington Wizards,109.0,,15823.0,Verizon Center,201412161900,MIN,WAS,201412161900MINWAS
2014-12-16 19:30:00,Miami Heat,95.0,Brooklyn Nets,91.0,,16827.0,Barclays Center,201412161930,MIA,BKN,201412161930MIABKN
2014-12-16 20:00:00,Golden State Warriors,98.0,Memphis Grizzlies,105.0,,18119.0,FedEx Forum,201412162000,GSW,MEM,201412162000GSWMEM
2014-12-16 20:00:00,Utah Jazz,111.0,New Orleans Pelicans,119.0,,13179.0,Smoothie King Center,201412162000,UTA,NOP,201412162000UTANOP
2014-12-16 20:00:00,Dallas Mavericks,107.0,New York Knicks,87.0,,19812.0,Madison Square Garden (IV),201412162000,DAL,NYK,201412162000DALNYK
2014-12-16 22:30:00,Oklahoma City Thunder,104.0,Sacramento Kings,92.0,,17317.0,Sleep Train Arena,201412162230,OKC,SAC,201412162230OKCSAC
2014-12-17 19:00:00,Phoenix Suns,111.0,Charlotte Hornets,106.0,,15459.0,Time Warner Cable Arena,201412171900,PHX,CHH,201412171900PHXCHH
2014-12-17 19:00:00,Atlanta Hawks,127.0,Cleveland Cavaliers,98.0,,20562.0,Quicken Loans Arena,201412171900,ATL,CLE,201412171900ATLCLE
2014-12-17 19:30:00,Orlando Magic,92.0,Boston Celtics,109.0,,16764.0,TD Garden,201412171930,ORL,BOS,201412171930ORLBOS
2014-12-17 19:30:00,Dallas Mavericks,117.0,Detroit Pistons,106.0,,12287.0,The Palace of Auburn Hills,201412171930,DAL,DET,201412171930DALDET
2014-12-17 19:30:00,Utah Jazz,105.0,Miami Heat,87.0,,19633.0,AmericanAirlines Arena,201412171930,UTA,MIA,201412171930UTAMIA
2014-12-17 20:00:00,Brooklyn Nets,89.0,Toronto Raptors,105.0,,19800.0,Air Canada Centre,201412172000,BKN,TOR,201412172000BKNTOR
2014-12-17 20:30:00,Memphis Grizzlies,117.0,San Antonio Spurs,116.0,3OT,18581.0,AT&T Center,201412172030,MEM,SAS,201412172030MEMSAS
2014-12-17 22:00:00,Milwaukee Bucks,97.0,Portland Trail Blazers,104.0,,19495.0,Moda Center,201412172200,MIL,POR,201412172200MILPOR
2014-12-17 22:30:00,Houston Rockets,115.0,Denver Nuggets,111.0,OT,12107.0,Pepsi Center,201412172230,HOU,DEN,201412172230HOUDEN
2014-12-17 22:30:00,Indiana Pacers,100.0,Los Angeles Clippers,102.0,,19060.0,STAPLES Center,201412172230,IND,LAC,201412172230INDLAC
2014-12-18 20:00:00,New York Knicks,97.0,Chicago Bulls,103.0,,21875.0,United Center,201412182000,NYK,CHI,201412182000NYKCHI
2014-12-18 20:30:00,New Orleans Pelicans,99.0,Houston Rockets,90.0,,18137.0,Toyota Center,201412182030,NOP,HOU,201412182030NOPHOU
2014-12-18 22:00:00,Milwaukee Bucks,108.0,Sacramento Kings,107.0,,15645.0,Sleep Train Arena,201412182200,MIL,SAC,201412182200MILSAC
2014-12-18 22:30:00,Oklahoma City Thunder,109.0,Golden State Warriors,114.0,,19596.0,Oracle Arena,201412182230,OKC,GSW,201412182230OKCGSW
2014-12-19 19:00:00,Utah Jazz,101.0,Orlando Magic,94.0,,16032.0,Amway Center,201412191900,UTA,ORL,201412191900UTAORL
2014-12-19 19:00:00,Charlotte Hornets,109.0,Philadelphia 76ers,91.0,,13398.0,Wells Fargo Center,201412191900,CHH,PHI,201412191900CHHPHI
2014-12-19 19:30:00,Minnesota Timberwolves,98.0,Boston Celtics,114.0,,17042.0,TD Garden,201412191930,MIN,BOS,201412191930MINBOS
2014-12-19 19:30:00,Brooklyn Nets,91.0,Cleveland Cavaliers,95.0,,20562.0,Quicken Loans Arena,201412191930,BKN,CLE,201412191930BKNCLE
2014-12-19 19:30:00,Toronto Raptors,110.0,Detroit Pistons,100.0,,16274.0,The Palace of Auburn Hills,201412191930,TOR,DET,201412191930TORDET
2014-12-19 19:30:00,Washington Wizards,105.0,Miami Heat,103.0,,19600.0,AmericanAirlines Arena,201412191930,WAS,MIA,201412191930WASMIA
2014-12-19 20:00:00,Portland Trail Blazers,129.0,San Antonio Spurs,119.0,3OT,18581.0,AT&T Center,201412192000,POR,SAS,201412192000PORSAS
2014-12-19 20:00:00,Chicago Bulls,103.0,Memphis Grizzlies,97.0,,18119.0,FedEx Forum,201412192000,CHI,MEM,201412192000CHIMEM
2014-12-19 21:00:00,Los Angeles Clippers,106.0,Denver Nuggets,109.0,,15030.0,Pepsi Center,201412192100,LAC,DEN,201412192100LACDEN
2014-12-19 22:30:00,Oklahoma City Thunder,104.0,Los Angeles Lakers,103.0,,18997.0,STAPLES Center,201412192230,OKC,LAL,201412192230OKCLAL
2014-12-20 13:00:00,Phoenix Suns,99.0,New York Knicks,90.0,,19812.0,Madison Square Garden (IV),201412201300,PHX,NYK,201412201300PHXNYK
2014-12-20 19:00:00,Utah Jazz,86.0,Charlotte Hornets,104.0,,17384.0,Time Warner Cable Arena,201412201900,UTA,CHH,201412201900UTACHH
2014-12-20 19:00:00,Portland Trail Blazers,114.0,New Orleans Pelicans,88.0,,16079.0,Smoothie King Center,201412201900,POR,NOP,201412201900PORNOP
2014-12-20 20:00:00,Atlanta Hawks,104.0,Houston Rockets,97.0,,16998.0,Toyota Center,201412202000,ATL,HOU,201412202000ATLHOU
2014-12-20 20:30:00,San Antonio Spurs,93.0,Dallas Mavericks,99.0,,20504.0,American Airlines Center,201412202030,SAS,DAL,201412202030SASDAL
2014-12-20 21:00:00,Indiana Pacers,73.0,Denver Nuggets,76.0,,14125.0,Pepsi Center,201412202100,IND,DEN,201412202100INDDEN
2014-12-20 22:30:00,Milwaukee Bucks,102.0,Los Angeles Clippers,106.0,,19060.0,STAPLES Center,201412202230,MIL,LAC,201412202230MILLAC
2014-12-21 15:30:00,New York Knicks,108.0,Toronto Raptors,118.0,,19800.0,Air Canada Centre,201412211530,NYK,TOR,201412211530NYKTOR
2014-12-21 16:30:00,Memphis Grizzlies,91.0,Cleveland Cavaliers,105.0,,20562.0,Quicken Loans Arena,201412211630,MEM,CLE,201412211630MEMCLE
2014-12-21 18:00:00,Phoenix Suns,104.0,Washington Wizards,92.0,,18207.0,Verizon Center,201412211800,PHX,WAS,201412211800PHXWAS
2014-12-21 18:00:00,Boston Celtics,84.0,Miami Heat,100.0,,19720.0,AmericanAirlines Arena,201412211800,BOS,MIA,201412211800BOSMIA
2014-12-21 18:00:00,Philadelphia 76ers,96.0,Orlando Magic,88.0,,15682.0,Amway Center,201412211800,PHI,ORL,201412211800PHIORL
2014-12-21 18:00:00,Los Angeles Lakers,101.0,Sacramento Kings,108.0,,17317.0,Sleep Train Arena,201412211800,LAL,SAC,201412211800LALSAC
2014-12-21 18:00:00,Detroit Pistons,105.0,Brooklyn Nets,110.0,,17732.0,Barclays Center,201412211800,DET,BKN,201412211800DETBKN
2014-12-21 19:00:00,Indiana Pacers,100.0,Minnesota Timberwolves,96.0,,12687.0,Target Center,201412211900,IND,MIN,201412211900INDMIN
2014-12-21 19:00:00,New Orleans Pelicans,101.0,Oklahoma City Thunder,99.0,,18203.0,Chesapeake Energy Arena,201412211900,NOP,OKC,201412211900NOPOKC
2014-12-22 19:00:00,Denver Nuggets,82.0,Charlotte Hornets,110.0,,16913.0,Time Warner Cable Arena,201412221900,DEN,CHH,201412221900DENCHH
2014-12-22 20:00:00,Toronto Raptors,120.0,Chicago Bulls,129.0,,21846.0,United Center,201412222000,TOR,CHI,201412222000TORCHI
2014-12-22 20:00:00,Portland Trail Blazers,95.0,Houston Rockets,110.0,,18316.0,Toyota Center,201412222000,POR,HOU,201412222000PORHOU
2014-12-22 20:00:00,Utah Jazz,97.0,Memphis Grizzlies,91.0,,16991.0,FedEx Forum,201412222000,UTA,MEM,201412222000UTAMEM
2014-12-22 20:30:00,Atlanta Hawks,105.0,Dallas Mavericks,102.0,,20339.0,American Airlines Center,201412222030,ATL,DAL,201412222030ATLDAL
2014-12-22 20:30:00,Los Angeles Clippers,118.0,San Antonio Spurs,125.0,,18581.0,AT&T Center,201412222030,LAC,SAS,201412222030LACSAS
2014-12-22 22:30:00,Sacramento Kings,108.0,Golden State Warriors,128.0,,19596.0,Oracle Arena,201412222230,SAC,GSW,201412222230SACGSW
2014-12-23 19:00:00,Boston Celtics,95.0,Orlando Magic,100.0,,17489.0,Amway Center,201412231900,BOS,ORL,201412231900BOSORL
2014-12-23 19:00:00,Chicago Bulls,99.0,Washington Wizards,91.0,,20356.0,Verizon Center,201412231900,CHI,WAS,201412231900CHIWAS
2014-12-23 19:00:00,New Orleans Pelicans,84.0,Indiana Pacers,96.0,,17336.0,Bankers Life Fieldhouse,201412231900,NOP,IND,201412231900NOPIND
2014-12-23 19:00:00,Minnesota Timberwolves,104.0,Cleveland Cavaliers,125.0,,20562.0,Quicken Loans Arena,201412231900,MIN,CLE,201412231900MINCLE
2014-12-23 19:30:00,Los Angeles Clippers,104.0,Atlanta Hawks,107.0,,19191.0,Philips Arena,201412231930,LAC,ATL,201412231930LACATL
2014-12-23 19:30:00,Denver Nuggets,96.0,Brooklyn Nets,102.0,,17080.0,Barclays Center,201412231930,DEN,BKN,201412231930DENBKN
2014-12-23 19:30:00,Philadelphia 76ers,91.0,Miami Heat,87.0,,19600.0,AmericanAirlines Arena,201412231930,PHI,MIA,201412231930PHIMIA
2014-12-23 20:00:00,Charlotte Hornets,108.0,Milwaukee Bucks,101.0,,14653.0,BMO Harris Bradley Center,201412232000,CHH,MIL,201412232000CHHMIL
2014-12-23 20:00:00,Portland Trail Blazers,115.0,Oklahoma City Thunder,111.0,OT,18203.0,Chesapeake Energy Arena,201412232000,POR,OKC,201412232000POROKC
2014-12-23 21:00:00,Dallas Mavericks,115.0,Phoenix Suns,124.0,,18055.0,US Airways Center,201412232100,DAL,PHX,201412232100DALPHX
2014-12-23 22:30:00,Golden State Warriors,105.0,Los Angeles Lakers,115.0,,18997.0,STAPLES Center,201412232230,GSW,LAL,201412232230GSWLAL
2014-12-25 12:00:00,Washington Wizards,102.0,New York Knicks,91.0,,19812.0,Madison Square Garden (IV),201412251200,WAS,NYK,201412251200WASNYK
2014-12-25 14:30:00,Oklahoma City Thunder,114.0,San Antonio Spurs,106.0,,18581.0,AT&T Center,201412251430,OKC,SAS,201412251430OKCSAS
2014-12-25 17:00:00,Cleveland Cavaliers,91.0,Miami Heat,101.0,,19817.0,AmericanAirlines Arena,201412251700,CLE,MIA,201412251700CLEMIA
2014-12-25 20:00:00,Los Angeles Lakers,93.0,Chicago Bulls,113.0,,22865.0,United Center,201412252000,LAL,CHI,201412252000LALCHI
2014-12-25 22:30:00,Golden State Warriors,86.0,Los Angeles Clippers,100.0,,19540.0,STAPLES Center,201412252230,GSW,LAC,201412252230GSWLAC
2014-12-26 13:00:00,Brooklyn Nets,109.0,Boston Celtics,107.0,,18624.0,TD Garden,201412261300,BKN,BOS,201412261300BKNBOS
2014-12-26 19:00:00,Cleveland Cavaliers,98.0,Orlando Magic,89.0,,18846.0,Amway Center,201412261900,CLE,ORL,201412261900CLEORL
2014-12-26 19:30:00,Milwaukee Bucks,107.0,Atlanta Hawks,77.0,,19016.0,Philips Arena,201412261930,MIL,ATL,201412261930MILATL
2014-12-26 19:30:00,Indiana Pacers,109.0,Detroit Pistons,119.0,,13408.0,The Palace of Auburn Hills,201412261930,IND,DET,201412261930INDDET
2014-12-26 20:00:00,Houston Rockets,117.0,Memphis Grizzlies,111.0,OT,18119.0,FedEx Forum,201412262000,HOU,MEM,201412262000HOUMEM
2014-12-26 20:00:00,San Antonio Spurs,90.0,New Orleans Pelicans,97.0,,18376.0,Smoothie King Center,201412262000,SAS,NOP,201412262000SASNOP
2014-12-26 20:00:00,Charlotte Hornets,75.0,Oklahoma City Thunder,98.0,,18203.0,Chesapeake Energy Arena,201412262000,CHH,OKC,201412262000CHHOKC
2014-12-26 20:30:00,Los Angeles Lakers,98.0,Dallas Mavericks,102.0,,20424.0,American Airlines Center,201412262030,LAL,DAL,201412262030LALDAL
2014-12-26 21:00:00,Minnesota Timberwolves,102.0,Denver Nuggets,106.0,,14516.0,Pepsi Center,201412262100,MIN,DEN,201412262100MINDEN
2014-12-26 22:00:00,Philadelphia 76ers,93.0,Portland Trail Blazers,114.0,,19972.0,Moda Center,201412262200,PHI,POR,201412262200PHIPOR
2014-12-26 22:00:00,Phoenix Suns,115.0,Sacramento Kings,106.0,,17317.0,Sleep Train Arena,201412262200,PHX,SAC,201412262200PHXSAC
2014-12-27 15:30:00,Toronto Raptors,110.0,Los Angeles Clippers,98.0,,19335.0,STAPLES Center,201412271530,TOR,LAC,201412271530TORLAC
2014-12-27 19:00:00,Boston Celtics,88.0,Washington Wizards,101.0,,20356.0,Verizon Center,201412271900,BOS,WAS,201412271900BOSWAS
2014-12-27 19:00:00,Orlando Magic,102.0,Charlotte Hornets,94.0,,19085.0,Time Warner Cable Arena,201412271900,ORL,CHH,201412271900ORLCHH
2014-12-27 19:30:00,Memphis Grizzlies,103.0,Miami Heat,95.0,,19744.0,AmericanAirlines Arena,201412271930,MEM,MIA,201412271930MEMMIA
2014-12-27 20:00:00,Indiana Pacers,110.0,Brooklyn Nets,85.0,,17732.0,Barclays Center,201412272000,IND,BKN,201412272000INDBKN
2014-12-27 20:00:00,New Orleans Pelicans,100.0,Chicago Bulls,107.0,,21935.0,United Center,201412272000,NOP,CHI,201412272000NOPCHI
2014-12-27 20:30:00,Atlanta Hawks,90.0,Milwaukee Bucks,85.0,,16788.0,BMO Harris Bradley Center,201412272030,ATL,MIL,201412272030ATLMIL
2014-12-27 21:00:00,Philadelphia 76ers,71.0,Utah Jazz,88.0,,18890.0,EnergySolutions Arena,201412272100,PHI,UTA,201412272100PHIUTA
2014-12-27 22:00:00,New York Knicks,129.0,Sacramento Kings,135.0,OT,17317.0,Sleep Train Arena,201412272200,NYK,SAC,201412272200NYKSAC
2014-12-27 22:30:00,Minnesota Timberwolves,97.0,Golden State Warriors,110.0,,19596.0,Oracle Arena,201412272230,MIN,GSW,201412272230MINGSW
2014-12-28 16:30:00,Detroit Pistons,103.0,Cleveland Cavaliers,80.0,,20562.0,Quicken Loans Arena,201412281630,DET,CLE,201412281630DETCLE
2014-12-28 19:00:00,Houston Rockets,106.0,San Antonio Spurs,110.0,,18581.0,AT&T Center,201412281900,HOU,SAS,201412281900HOUSAS
2014-12-28 19:30:00,Oklahoma City Thunder,107.0,Dallas Mavericks,112.0,,20417.0,American Airlines Center,201412281930,OKC,DAL,201412281930OKCDAL
2014-12-28 21:00:00,New York Knicks,79.0,Portland Trail Blazers,101.0,,19800.0,Moda Center,201412282100,NYK,POR,201412282100NYKPOR
2014-12-28 21:00:00,Toronto Raptors,116.0,Denver Nuggets,102.0,,14216.0,Pepsi Center,201412282100,TOR,DEN,201412282100TORDEN
2014-12-28 21:30:00,Phoenix Suns,116.0,Los Angeles Lakers,107.0,,18997.0,STAPLES Center,201412282130,PHX,LAL,201412282130PHXLAL
2014-12-29 19:00:00,Milwaukee Bucks,104.0,Charlotte Hornets,94.0,OT,17430.0,Time Warner Cable Arena,201412291900,MIL,CHH,201412291900MILCHH
2014-12-29 19:00:00,Chicago Bulls,92.0,Indiana Pacers,90.0,,18165.0,Bankers Life Fieldhouse,201412291900,CHI,IND,201412291900CHIIND
2014-12-29 19:30:00,Orlando Magic,102.0,Miami Heat,101.0,,19887.0,AmericanAirlines Arena,201412291930,ORL,MIA,201412291930ORLMIA
2014-12-29 19:30:00,Sacramento Kings,99.0,Brooklyn Nets,107.0,,17732.0,Barclays Center,201412291930,SAC,BKN,201412291930SACBKN
2014-12-29 20:00:00,Washington Wizards,104.0,Houston Rockets,103.0,,18322.0,Toyota Center,201412292000,WAS,HOU,201412292000WASHOU
2014-12-29 22:30:00,Utah Jazz,97.0,Los Angeles Clippers,101.0,,19060.0,STAPLES Center,201412292230,UTA,LAC,201412292230UTALAC
2014-12-30 19:00:00,Detroit Pistons,109.0,Orlando Magic,86.0,,17414.0,Amway Center,201412301900,DET,ORL,201412301900DETORL
2014-12-30 19:30:00,Cleveland Cavaliers,101.0,Atlanta Hawks,109.0,,19215.0,Philips Arena,201412301930,CLE,ATL,201412301930CLEATL
2014-12-30 20:00:00,Brooklyn Nets,96.0,Chicago Bulls,82.0,,22032.0,United Center,201412302000,BKN,CHI,201412302000BKNCHI
2014-12-30 20:00:00,San Antonio Spurs,87.0,Memphis Grizzlies,95.0,,18119.0,FedEx Forum,201412302000,SAS,MEM,201412302000SASMEM
2014-12-30 20:00:00,Phoenix Suns,106.0,New Orleans Pelicans,110.0,,16364.0,Smoothie King Center,201412302000,PHX,NOP,201412302000PHXNOP
2014-12-30 20:30:00,Washington Wizards,87.0,Dallas Mavericks,114.0,,20397.0,American Airlines Center,201412302030,WAS,DAL,201412302030WASDAL
2014-12-30 21:00:00,Los Angeles Lakers,111.0,Denver Nuggets,103.0,,17248.0,Pepsi Center,201412302100,LAL,DEN,201412302100LALDEN
2014-12-30 21:00:00,Minnesota Timberwolves,94.0,Utah Jazz,100.0,,18947.0,EnergySolutions Arena,201412302100,MIN,UTA,201412302100MINUTA
2014-12-30 22:00:00,Toronto Raptors,97.0,Portland Trail Blazers,102.0,OT,20053.0,Moda Center,201412302200,TOR,POR,201412302200TORPOR
2014-12-30 22:30:00,Philadelphia 76ers,86.0,Golden State Warriors,126.0,,19596.0,Oracle Arena,201412302230,PHI,GSW,201412302230PHIGSW
2014-12-31 13:00:00,Sacramento Kings,84.0,Boston Celtics,106.0,,18624.0,TD Garden,201412311300,SAC,BOS,201412311300SACBOS
2014-12-31 15:00:00,Miami Heat,95.0,Indiana Pacers,106.0,,18165.0,Bankers Life Fieldhouse,201412311500,MIA,IND,201412311500MIAIND
2014-12-31 18:00:00,New York Knicks,78.0,Los Angeles Clippers,99.0,,19198.0,STAPLES Center,201412311800,NYK,LAC,201412311800NYKLAC
2014-12-31 19:00:00,Milwaukee Bucks,96.0,Cleveland Cavaliers,80.0,,20562.0,Quicken Loans Arena,201412311900,MIL,CLE,201412311900MILCLE
2014-12-31 19:00:00,Charlotte Hornets,83.0,Houston Rockets,102.0,,18276.0,Toyota Center,201412311900,CHH,HOU,201412311900CHHHOU
2014-12-31 19:00:00,New Orleans Pelicans,93.0,San Antonio Spurs,95.0,OT,18581.0,AT&T Center,201412311900,NOP,SAS,201412311900NOPSAS
2014-12-31 20:00:00,Phoenix Suns,134.0,Oklahoma City Thunder,137.0,OT,18203.0,Chesapeake Energy Arena,201412312000,PHX,OKC,201412312000PHXOKC
2015-01-01 20:00:00,Denver Nuggets,101.0,Chicago Bulls,106.0,,21794.0,United Center,201501012000,DEN,CHI,201501012000DENCHI
2015-01-01 20:00:00,Sacramento Kings,110.0,Minnesota Timberwolves,107.0,,13337.0,Target Center,201501012000,SAC,MIN,201501012000SACMIN
2015-01-02 19:00:00,Cleveland Cavaliers,91.0,Charlotte Hornets,87.0,,19307.0,Time Warner Cable Arena,201501021900,CLE,CHH,201501021900CLECHH
2015-01-02 19:00:00,Brooklyn Nets,100.0,Orlando Magic,98.0,,17008.0,Amway Center,201501021900,BKN,ORL,201501021900BKNORL
2015-01-02 19:30:00,Dallas Mavericks,119.0,Boston Celtics,101.0,,18624.0,TD Garden,201501021930,DAL,BOS,201501021930DALBOS
2015-01-02 19:30:00,Detroit Pistons,97.0,New York Knicks,81.0,,19812.0,Madison Square Garden (IV),201501021930,DET,NYK,201501021930DETNYK
2015-01-02 20:00:00,Houston Rockets,83.0,New Orleans Pelicans,111.0,,17705.0,Smoothie King Center,201501022000,HOU,NOP,201501022000HOUNOP
2015-01-02 20:00:00,Washington Wizards,102.0,Oklahoma City Thunder,109.0,,18203.0,Chesapeake Energy Arena,201501022000,WAS,OKC,201501022000WASOKC
2015-01-02 20:30:00,Indiana Pacers,94.0,Milwaukee Bucks,91.0,,16238.0,BMO Harris Bradley Center,201501022030,IND,MIL,201501022030INDMIL
2015-01-02 21:00:00,Philadelphia 76ers,96.0,Phoenix Suns,112.0,,16514.0,US Airways Center,201501022100,PHI,PHX,201501022100PHIPHX
2015-01-02 21:00:00,Atlanta Hawks,98.0,Utah Jazz,92.0,,19029.0,EnergySolutions Arena,201501022100,ATL,UTA,201501022100ATLUTA
2015-01-02 22:30:00,Toronto Raptors,105.0,Golden State Warriors,126.0,,19596.0,Oracle Arena,201501022230,TOR,GSW,201501022230TORGSW
2015-01-02 22:30:00,Memphis Grizzlies,109.0,Los Angeles Lakers,106.0,,18997.0,STAPLES Center,201501022230,MEM,LAL,201501022230MEMLAL
2015-01-03 19:00:00,Charlotte Hornets,98.0,Orlando Magic,90.0,,15274.0,Amway Center,201501031900,CHH,ORL,201501031900CHHORL
