DateTime,Visitor,Visitor PTS,Home,Home PTS,OT,Attendance,Arena,DateStr,Visitor_short,Home_short,game_id
2007-05-02 20:00:00,Denver Nuggets,78.0,San Antonio Spurs,93.0,,18797.0,AT&T Center,200705022000,DEN,SAS,200705022000DENSAS
2007-05-02 22:30:00,Los Angeles Lakers,110.0,Phoenix Suns,119.0,,18422.0,US Airways Center,200705022230,LAL,PHX,200705022230LALPHX
2007-05-03 20:00:00,Houston Rockets,82.0,Utah Jazz,94.0,,19911.0,EnergySolutions Arena,200705032000,HOU,UTA,200705032000HOUUTA
2007-05-03 22:30:00,Dallas Mavericks,86.0,Golden State Warriors,111.0,,20677.0,Oracle Arena,200705032230,DAL,GSW,200705032230DALGSW
2007-05-04 20:00:00,Toronto Raptors,97.0,New Jersey Nets,98.0,,17242.0,Continental Airlines Arena,200705042000,TOR,NJN,200705042000TORNJN
2007-05-05 19:00:00,Chicago Bulls,69.0,Detroit Pistons,95.0,,22076.0,The Palace of Auburn Hills,200705051900,CHI,DET,200705051900CHIDET
2007-05-05 21:30:00,Utah Jazz,103.0,Houston Rockets,99.0,,18307.0,Toyota Center,200705052130,UTA,HOU,200705052130UTAHOU
2007-05-06 13:00:00,New Jersey Nets,77.0,Cleveland Cavaliers,81.0,,20562.0,Quicken Loans Arena,200705061300,NJN,CLE,200705061300NJNCLE
2007-05-06 15:30:00,San Antonio Spurs,111.0,Phoenix Suns,106.0,,18422.0,US Airways Center,200705061530,SAS,PHX,200705061530SASPHX
2007-05-07 20:00:00,Chicago Bulls,87.0,Detroit Pistons,108.0,,22076.0,The Palace of Auburn Hills,200705072000,CHI,DET,200705072000CHIDET
2007-05-07 22:30:00,Golden State Warriors,112.0,Utah Jazz,116.0,,19911.0,EnergySolutions Arena,200705072230,GSW,UTA,200705072230GSWUTA
2007-05-08 20:00:00,New Jersey Nets,92.0,Cleveland Cavaliers,102.0,,20562.0,Quicken Loans Arena,200705082000,NJN,CLE,200705082000NJNCLE
2007-05-08 22:30:00,San Antonio Spurs,81.0,Phoenix Suns,101.0,,18422.0,US Airways Center,200705082230,SAS,PHX,200705082230SASPHX
2007-05-09 21:00:00,Golden State Warriors,117.0,Utah Jazz,127.0,OT,19911.0,EnergySolutions Arena,200705092100,GSW,UTA,200705092100GSWUTA
2007-05-10 21:00:00,Detroit Pistons,81.0,Chicago Bulls,74.0,,23462.0,United Center,200705102100,DET,CHI,200705102100DETCHI
2007-05-11 21:00:00,Utah Jazz,105.0,Golden State Warriors,125.0,,20655.0,Oracle Arena,200705112100,UTA,GSW,200705112100UTAGSW
2007-05-12 17:00:00,Cleveland Cavaliers,85.0,New Jersey Nets,96.0,,20032.0,Continental Airlines Arena,200705121700,CLE,NJN,200705121700CLENJN
2007-05-12 20:00:00,Phoenix Suns,101.0,San Antonio Spurs,108.0,,18797.0,AT&T Center,200705122000,PHX,SAS,200705122000PHXSAS
2007-05-13 15:30:00,Detroit Pistons,87.0,Chicago Bulls,102.0,,23099.0,United Center,200705131530,DET,CHI,200705131530DETCHI
2007-05-13 21:00:00,Utah Jazz,115.0,Golden State Warriors,101.0,,20679.0,Oracle Arena,200705132100,UTA,GSW,200705132100UTAGSW
2007-05-14 19:00:00,Cleveland Cavaliers,87.0,New Jersey Nets,85.0,,20032.0,Continental Airlines Arena,200705141900,CLE,NJN,200705141900CLENJN
2007-05-14 21:30:00,Phoenix Suns,104.0,San Antonio Spurs,98.0,,18797.0,AT&T Center,200705142130,PHX,SAS,200705142130PHXSAS
2007-05-15 20:00:00,Chicago Bulls,108.0,Detroit Pistons,92.0,,22076.0,The Palace of Auburn Hills,200705152000,CHI,DET,200705152000CHIDET
2007-05-15 22:30:00,Golden State Warriors,87.0,Utah Jazz,100.0,,19911.0,EnergySolutions Arena,200705152230,GSW,UTA,200705152230GSWUTA
2007-05-16 20:00:00,New Jersey Nets,83.0,Cleveland Cavaliers,72.0,,20562.0,Quicken Loans Arena,200705162000,NJN,CLE,200705162000NJNCLE
2007-05-16 22:30:00,San Antonio Spurs,88.0,Phoenix Suns,85.0,,18422.0,US Airways Center,200705162230,SAS,PHX,200705162230SASPHX
2007-05-17 20:00:00,Detroit Pistons,95.0,Chicago Bulls,85.0,,23030.0,United Center,200705172000,DET,CHI,200705172000DETCHI
2007-05-18 19:00:00,Cleveland Cavaliers,88.0,New Jersey Nets,72.0,,20032.0,Continental Airlines Arena,200705181900,CLE,NJN,200705181900CLENJN
2007-05-18 21:30:00,Phoenix Suns,106.0,San Antonio Spurs,114.0,,18797.0,AT&T Center,200705182130,PHX,SAS,200705182130PHXSAS
2007-05-20 15:30:00,Utah Jazz,100.0,San Antonio Spurs,108.0,,18300.0,AT&T Center,200705201530,UTA,SAS,200705201530UTASAS
2007-05-21 20:00:00,Cleveland Cavaliers,76.0,Detroit Pistons,79.0,,22076.0,The Palace of Auburn Hills,200705212000,CLE,DET,200705212000CLEDET
2007-05-22 21:00:00,Utah Jazz,96.0,San Antonio Spurs,105.0,,18797.0,AT&T Center,200705222100,UTA,SAS,200705222100UTASAS
2007-05-24 20:00:00,Cleveland Cavaliers,76.0,Detroit Pistons,79.0,,22076.0,The Palace of Auburn Hills,200705242000,CLE,DET,200705242000CLEDET
2007-05-26 20:30:00,San Antonio Spurs,83.0,Utah Jazz,109.0,,19911.0,EnergySolutions Arena,200705262030,SAS,UTA,200705262030SASUTA
2007-05-27 20:30:00,Detroit Pistons,82.0,Cleveland Cavaliers,88.0,,20562.0,Quicken Loans Arena,200705272030,DET,CLE,200705272030DETCLE
2007-05-28 21:00:00,San Antonio Spurs,91.0,Utah Jazz,79.0,,19911.0,EnergySolutions Arena,200705282100,SAS,UTA,200705282100SASUTA
2007-05-29 20:00:00,Detroit Pistons,87.0,Cleveland Cavaliers,91.0,,20562.0,Quicken Loans Arena,200705292000,DET,CLE,200705292000DETCLE
2007-05-30 21:00:00,Utah Jazz,84.0,San Antonio Spurs,109.0,,18797.0,AT&T Center,200705302100,UTA,SAS,200705302100UTASAS
2007-05-31 20:00:00,Cleveland Cavaliers,109.0,Detroit Pistons,107.0,2OT,22076.0,The Palace of Auburn Hills,200705312000,CLE,DET,200705312000CLEDET
2007-06-02 20:30:00,Detroit Pistons,82.0,Cleveland Cavaliers,98.0,,20562.0,Quicken Loans Arena,200706022030,DET,CLE,200706022030DETCLE
2007-06-07 21:00:00,Cleveland Cavaliers,76.0,San Antonio Spurs,85.0,,18797.0,AT&T Center,200706072100,CLE,SAS,200706072100CLESAS
2007-06-10 21:00:00,Cleveland Cavaliers,92.0,San Antonio Spurs,103.0,,18797.0,AT&T Center,200706102100,CLE,SAS,200706102100CLESAS
2007-06-12 21:00:00,San Antonio Spurs,75.0,Cleveland Cavaliers,72.0,,20562.0,Quicken Loans Arena,200706122100,SAS,CLE,200706122100SASCLE
2007-06-14 21:00:00,San Antonio Spurs,83.0,Cleveland Cavaliers,82.0,,20562.0,Quicken Loans Arena,200706142100,SAS,CLE,200706142100SASCLE
2007-10-30 20:00:00,Portland Trail Blazers,97.0,San Antonio Spurs,106.0,,18797.0,AT&T Center,200710302000,POR,SAS,200710302000PORSAS
2007-10-30 22:30:00,Houston Rockets,95.0,Los Angeles Lakers,93.0,,18997.0,STAPLES Center,200710302230,HOU,LAL,200710302230HOULAL
2007-10-30 22:30:00,Utah Jazz,117.0,Golden State Warriors,96.0,,19832.0,Oracle Arena,200710302230,UTA,GSW,200710302230UTAGSW
2007-10-31 19:00:00,Washington Wizards,110.0,Indiana Pacers,119.0,OT,16212.0,Conseco Fieldhouse,200710311900,WAS,IND,200710311900WASIND
2007-10-31 19:00:00,Milwaukee Bucks,83.0,Orlando Magic,102.0,,17519.0,Amway Arena,200710311900,MIL,ORL,200710311900MILORL
2007-10-31 19:00:00,Philadelphia 76ers,97.0,Toronto Raptors,106.0,,19800.0,Air Canada Centre,200710311900,PHI,TOR,200710311900PHITOR
2007-10-31 19:30:00,Chicago Bulls,103.0,New Jersey Nets,112.0,OT,17342.0,Izod Center,200710311930,CHI,NJN,200710311930CHINJN
2007-10-31 20:00:00,Dallas Mavericks,92.0,Cleveland Cavaliers,74.0,,20562.0,Quicken Loans Arena,200710312000,DAL,CLE,200710312000DALCLE
2007-10-31 20:00:00,San Antonio Spurs,104.0,Memphis Grizzlies,101.0,,17538.0,FedEx Forum,200710312000,SAS,MEM,200710312000SASMEM
2007-10-31 20:00:00,Sacramento Kings,90.0,New Orleans Hornets,104.0,,15188.0,New Orleans Arena,200710312000,SAC,NOH,200710312000SACNOH
2007-10-31 22:30:00,Seattle SuperSonics,103.0,Denver Nuggets,120.0,,19380.0,Pepsi Center,200710312230,SEA,DEN,200710312230SEADEN
2007-11-01 20:00:00,Detroit Pistons,91.0,Miami Heat,80.0,,19600.0,AmericanAirlines Arena,200711012000,DET,MIA,200711012000DETMIA
2007-11-01 21:00:00,Houston Rockets,106.0,Utah Jazz,95.0,,19911.0,EnergySolutions Arena,200711012100,HOU,UTA,200711012100HOUUTA
2007-11-01 22:30:00,Phoenix Suns,106.0,Seattle SuperSonics,99.0,,17072.0,KeyArena at Seattle Center,200711012230,PHX,SEA,200711012230PHXSEA
2007-11-02 19:00:00,Detroit Pistons,116.0,Orlando Magic,92.0,,17519.0,Amway Arena,200711021900,DET,ORL,200711021900DETORL
2007-11-02 19:00:00,Miami Heat,85.0,Indiana Pacers,87.0,,12887.0,Conseco Fieldhouse,200711021900,MIA,IND,200711021900MIAIND
2007-11-02 19:00:00,Milwaukee Bucks,99.0,Charlotte Bobcats,102.0,,16368.0,Charlotte Bobcats Arena,200711021900,MIL,CAB,200711021900MILCAB
2007-11-02 19:30:00,Dallas Mavericks,94.0,Atlanta Hawks,101.0,,19767.0,Philips Arena,200711021930,DAL,ATL,200711021930DALATL
2007-11-02 19:30:00,New York Knicks,106.0,Cleveland Cavaliers,110.0,,20562.0,Quicken Loans Arena,200711021930,NYK,CLE,200711021930NYKCLE
2007-11-02 19:30:00,Toronto Raptors,106.0,New Jersey Nets,69.0,,14980.0,Izod Center,200711021930,TOR,NJN,200711021930TORNJN
2007-11-02 20:00:00,Washington Wizards,83.0,Boston Celtics,103.0,,18624.0,TD Banknorth Garden,200711022000,WAS,BOS,200711022000WASBOS
2007-11-02 20:00:00,Denver Nuggets,99.0,Minnesota Timberwolves,91.0,,19443.0,Target Center,200711022000,DEN,MIN,200711022000DENMIN
2007-11-02 20:00:00,Portland Trail Blazers,93.0,New Orleans Hornets,113.0,,9817.0,New Orleans Arena,200711022000,POR,NOH,200711022000PORNOH
2007-11-02 20:30:00,Philadelphia 76ers,96.0,Chicago Bulls,85.0,,22034.0,United Center,200711022030,PHI,CHI,200711022030PHICHI
2007-11-02 20:30:00,Sacramento Kings,80.0,San Antonio Spurs,96.0,,17072.0,AT&T Center,200711022030,SAC,SAS,200711022030SACSAS
2007-11-02 22:30:00,Golden State Warriors,114.0,Los Angeles Clippers,120.0,,19060.0,STAPLES Center,200711022230,GSW,LAC,200711022230GSWLAC
2007-11-02 22:30:00,Los Angeles Lakers,119.0,Phoenix Suns,98.0,,18422.0,US Airways Center,200711022230,LAL,PHX,200711022230LALPHX
2007-11-03 19:00:00,New Jersey Nets,93.0,Philadelphia 76ers,88.0,,19706.0,Wachovia Center,200711031900,NJN,PHI,200711031900NJNPHI
2007-11-03 19:00:00,Orlando Magic,94.0,Washington Wizards,82.0,,20173.0,Verizon Center,200711031900,ORL,WAS,200711031900ORLWAS
2007-11-03 20:00:00,Indiana Pacers,121.0,Memphis Grizzlies,111.0,,14878.0,FedEx Forum,200711032000,IND,MEM,200711032000INDMEM
2007-11-03 20:30:00,Chicago Bulls,72.0,Milwaukee Bucks,78.0,,18717.0,Bradley Center,200711032030,CHI,MIL,200711032030CHIMIL
2007-11-03 20:30:00,Portland Trail Blazers,80.0,Houston Rockets,89.0,,18232.0,Toyota Center,200711032030,POR,HOU,200711032030PORHOU
2007-11-03 20:30:00,Sacramento Kings,102.0,Dallas Mavericks,123.0,,20343.0,American Airlines Center,200711032030,SAC,DAL,200711032030SACDAL
2007-11-03 21:00:00,Golden State Warriors,110.0,Utah Jazz,133.0,,19911.0,EnergySolutions Arena,200711032100,GSW,UTA,200711032100GSWUTA
2007-11-04 14:30:00,Boston Celtics,98.0,Toronto Raptors,95.0,OT,19800.0,Air Canada Centre,200711041430,BOS,TOR,200711041430BOSTOR
2007-11-04 15:30:00,Seattle SuperSonics,101.0,Los Angeles Clippers,115.0,,17376.0,STAPLES Center,200711041530,SEA,LAC,200711041530SEALAC
2007-11-04 18:00:00,Charlotte Bobcats,90.0,Miami Heat,88.0,,19600.0,AmericanAirlines Arena,200711041800,CAB,MIA,200711041800CABMIA
2007-11-04 18:00:00,Minnesota Timberwolves,93.0,New York Knicks,97.0,,19763.0,Madison Square Garden (IV),200711041800,MIN,NYK,200711041800MINNYK
2007-11-04 19:30:00,Atlanta Hawks,91.0,Detroit Pistons,92.0,,22076.0,The Palace of Auburn Hills,200711041930,ATL,DET,200711041930ATLDET
2007-11-04 20:00:00,New Orleans Hornets,93.0,Denver Nuggets,88.0,,13156.0,Pepsi Center,200711042000,NOH,DEN,200711042000NOHDEN
2007-11-04 20:00:00,Cleveland Cavaliers,92.0,Phoenix Suns,103.0,,18422.0,US Airways Center,200711042000,CLE,PHX,200711042000CLEPHX
2007-11-04 21:30:00,Utah Jazz,109.0,Los Angeles Lakers,119.0,,18997.0,STAPLES Center,200711042130,UTA,LAL,200711042130UTALAL
2007-11-05 20:30:00,Houston Rockets,98.0,Dallas Mavericks,107.0,,20389.0,American Airlines Center,200711052030,HOU,DAL,200711052030HOUDAL
2007-11-06 19:00:00,Phoenix Suns,115.0,Charlotte Bobcats,83.0,,12408.0,Charlotte Bobcats Arena,200711061900,PHX,CAB,200711061900PHXCAB
2007-11-06 19:30:00,Atlanta Hawks,82.0,New Jersey Nets,87.0,,12336.0,Izod Center,200711061930,ATL,NJN,200711061930ATLNJN
2007-11-06 19:30:00,Denver Nuggets,112.0,New York Knicks,119.0,,19763.0,Madison Square Garden (IV),200711061930,DEN,NYK,200711061930DENNYK
2007-11-06 20:00:00,Orlando Magic,111.0,Minnesota Timberwolves,103.0,,12003.0,Target Center,200711062000,ORL,MIN,200711062000ORLMIN
2007-11-06 20:00:00,Toronto Raptors,85.0,Milwaukee Bucks,112.0,,13549.0,Bradley Center,200711062000,TOR,MIL,200711062000TORMIL
2007-11-06 20:30:00,Los Angeles Clippers,97.0,Chicago Bulls,91.0,,21742.0,United Center,200711062030,LAC,CHI,200711062030LACCHI
2007-11-06 20:30:00,San Antonio Spurs,81.0,Houston Rockets,89.0,,18280.0,Toyota Center,200711062030,SAS,HOU,200711062030SASHOU
2007-11-06 22:00:00,Seattle SuperSonics,98.0,Sacramento Kings,104.0,,14908.0,ARCO Arena (II),200711062200,SEA,SAC,200711062200SEASAC
2007-11-06 22:30:00,Cleveland Cavaliers,108.0,Golden State Warriors,104.0,,19596.0,Oracle Arena,200711062230,CLE,GSW,200711062230CLEGSW
2007-11-06 22:30:00,New Orleans Hornets,118.0,Los Angeles Lakers,104.0,,18997.0,STAPLES Center,200711062230,NOH,LAL,200711062230NOHLAL
2007-11-07 19:00:00,Phoenix Suns,96.0,Atlanta Hawks,105.0,,19855.0,Philips Arena,200711071900,PHX,ATL,200711071900PHXATL
2007-11-07 19:00:00,Los Angeles Clippers,104.0,Indiana Pacers,89.0,,10122.0,Conseco Fieldhouse,200711071900,LAC,IND,200711071900LACIND
2007-11-07 19:00:00,Charlotte Bobcats,63.0,Philadelphia 76ers,94.0,,9317.0,Wachovia Center,200711071900,CAB,PHI,200711071900CABPHI
2007-11-07 19:00:00,Orlando Magic,105.0,Toronto Raptors,96.0,,17977.0,Air Canada Centre,200711071900,ORL,TOR,200711071900ORLTOR
2007-11-07 19:30:00,Denver Nuggets,93.0,Boston Celtics,119.0,,18624.0,TD Banknorth Garden,200711071930,DEN,BOS,200711071930DENBOS
2007-11-07 20:00:00,Miami Heat,78.0,San Antonio Spurs,88.0,,17503.0,AT&T Center,200711072000,MIA,SAS,200711072000MIASAS
2007-11-07 22:00:00,Memphis Grizzlies,105.0,Seattle SuperSonics,98.0,,10761.0,KeyArena at Seattle Center,200711072200,MEM,SEA,200711072200MEMSEA
2007-11-07 22:30:00,Cleveland Cavaliers,101.0,Utah Jazz,103.0,,19911.0,EnergySolutions Arena,200711072230,CLE,UTA,200711072230CLEUTA
2007-11-07 22:30:00,New Orleans Hornets,90.0,Portland Trail Blazers,93.0,,19980.0,Rose Garden Arena,200711072230,NOH,POR,200711072230NOHPOR
2007-11-08 19:30:00,Washington Wizards,85.0,New Jersey Nets,87.0,,13267.0,Izod Center,200711081930,WAS,NJN,200711081930WASNJN
2007-11-08 20:00:00,Detroit Pistons,93.0,Chicago Bulls,97.0,,21797.0,United Center,200711082000,DET,CHI,200711082000DETCHI
2007-11-08 22:30:00,Dallas Mavericks,120.0,Golden State Warriors,115.0,,19596.0,Oracle Arena,200711082230,DAL,GSW,200711082230DALGSW
2007-11-09 19:00:00,Indiana Pacers,87.0,Charlotte Bobcats,96.0,,12044.0,Charlotte Bobcats Arena,200711091900,IND,CAB,200711091900INDCAB
2007-11-09 19:00:00,Toronto Raptors,105.0,Philadelphia 76ers,103.0,,10886.0,Wachovia Center,200711091900,TOR,PHI,200711091900TORPHI
2007-11-09 19:30:00,Atlanta Hawks,83.0,Boston Celtics,106.0,,18624.0,TD Banknorth Garden,200711091930,ATL,BOS,200711091930ATLBOS
2007-11-09 19:30:00,Phoenix Suns,106.0,Miami Heat,101.0,,19600.0,AmericanAirlines Arena,200711091930,PHX,MIA,200711091930PHXMIA
2007-11-09 19:30:00,Orlando Magic,112.0,New York Knicks,102.0,,19763.0,Madison Square Garden (IV),200711091930,ORL,NYK,200711091930ORLNYK
2007-11-09 20:00:00,Los Angeles Clippers,79.0,Detroit Pistons,103.0,,22076.0,The Palace of Auburn Hills,200711092000,LAC,DET,200711092000LACDET
2007-11-09 20:00:00,San Antonio Spurs,97.0,New Orleans Hornets,85.0,,15297.0,New Orleans Arena,200711092000,SAS,NOH,200711092000SASNOH
2007-11-09 20:00:00,Denver Nuggets,118.0,Washington Wizards,92.0,,20173.0,Verizon Center,200711092000,DEN,WAS,200711092000DENWAS
2007-11-09 20:30:00,Milwaukee Bucks,88.0,Houston Rockets,104.0,,18244.0,Toyota Center,200711092030,MIL,HOU,200711092030MILHOU
2007-11-09 22:00:00,Memphis Grizzlies,98.0,Portland Trail Blazers,110.0,,18112.0,Rose Garden Arena,200711092200,MEM,POR,200711092200MEMPOR
2007-11-09 22:30:00,Minnesota Timberwolves,93.0,Los Angeles Lakers,107.0,,18997.0,STAPLES Center,200711092230,MIN,LAL,200711092230MINLAL
2007-11-09 22:30:00,Cleveland Cavaliers,93.0,Sacramento Kings,91.0,,15293.0,ARCO Arena (II),200711092230,CLE,SAC,200711092230CLESAC
2007-11-09 22:30:00,Utah Jazz,103.0,Seattle SuperSonics,101.0,,15980.0,KeyArena at Seattle Center,200711092230,UTA,SEA,200711092230UTASEA
2007-11-10 19:00:00,Denver Nuggets,113.0,Indiana Pacers,106.0,,12748.0,Conseco Fieldhouse,200711101900,DEN,IND,200711101900DENIND
2007-11-10 19:00:00,Phoenix Suns,106.0,Orlando Magic,96.0,,17519.0,Amway Arena,200711101900,PHX,ORL,200711101900PHXORL
2007-11-10 19:30:00,Boston Celtics,112.0,New Jersey Nets,101.0,,18171.0,Izod Center,200711101930,BOS,NJN,200711101930BOSNJN
2007-11-10 20:30:00,Toronto Raptors,101.0,Chicago Bulls,71.0,,22467.0,United Center,200711102030,TOR,CHI,200711102030TORCHI
2007-11-10 21:00:00,Memphis Grizzlies,94.0,Utah Jazz,118.0,,19771.0,EnergySolutions Arena,200711102100,MEM,UTA,200711102100MEMUTA
2007-11-10 22:00:00,Dallas Mavericks,82.0,Portland Trail Blazers,91.0,,19255.0,Rose Garden Arena,200711102200,DAL,POR,200711102200DALPOR
2007-11-10 22:00:00,Minnesota Timberwolves,93.0,Sacramento Kings,100.0,,13170.0,ARCO Arena (II),200711102200,MIN,SAC,200711102200MINSAC
2007-11-11 14:00:00,Washington Wizards,101.0,Atlanta Hawks,90.0,,13172.0,Philips Arena,200711111400,WAS,ATL,200711111400WASATL
2007-11-11 18:00:00,Miami Heat,75.0,New York Knicks,72.0,,19763.0,Madison Square Garden (IV),200711111800,MIA,NYK,200711111800MIANYK
2007-11-11 18:00:00,Houston Rockets,85.0,Charlotte Bobcats,82.0,,11936.0,Charlotte Bobcats Arena,200711111800,HOU,CAB,200711111800HOUCAB
2007-11-11 18:00:00,New Orleans Hornets,93.0,Philadelphia 76ers,72.0,,10014.0,Wachovia Center,200711111800,NOH,PHI,200711111800NOHPHI
2007-11-11 20:00:00,Milwaukee Bucks,88.0,San Antonio Spurs,113.0,,17670.0,AT&T Center,200711112000,MIL,SAS,200711112000MILSAS
2007-11-11 21:00:00,Detroit Pistons,107.0,Seattle SuperSonics,103.0,,16379.0,KeyArena at Seattle Center,200711112100,DET,SEA,200711112100DETSEA
2007-11-11 21:30:00,Cleveland Cavaliers,103.0,Los Angeles Clippers,95.0,,15541.0,STAPLES Center,200711112130,CLE,LAC,200711112130CLELAC
2007-11-12 19:30:00,New Orleans Hornets,84.0,New Jersey Nets,82.0,,12832.0,Izod Center,200711121930,NOH,NJN,200711121930NOHNJN
2007-11-12 21:00:00,Cleveland Cavaliers,100.0,Denver Nuggets,122.0,,19155.0,Pepsi Center,200711122100,CLE,DEN,200711122100CLEDEN
2007-11-12 21:00:00,Sacramento Kings,93.0,Utah Jazz,117.0,,19911.0,EnergySolutions Arena,200711122100,SAC,UTA,200711122100SACUTA
2007-11-13 19:00:00,Miami Heat,76.0,Charlotte Bobcats,91.0,,12169.0,Charlotte Bobcats Arena,200711131900,MIA,CAB,200711131900MIACAB
2007-11-13 19:00:00,Boston Celtics,101.0,Indiana Pacers,86.0,,12143.0,Conseco Fieldhouse,200711131900,BOS,IND,200711131900BOSIND
2007-11-13 19:00:00,Seattle SuperSonics,76.0,Orlando Magic,103.0,,16101.0,Amway Arena,200711131900,SEA,ORL,200711131900SEAORL
2007-11-13 20:00:00,Houston Rockets,99.0,Memphis Grizzlies,105.0,,12368.0,FedEx Forum,200711132000,HOU,MEM,200711132000HOUMEM
2007-11-13 20:30:00,Philadelphia 76ers,84.0,Dallas Mavericks,99.0,,19875.0,American Airlines Center,200711132030,PHI,DAL,200711132030PHIDAL
2007-11-13 20:30:00,Los Angeles Lakers,92.0,San Antonio Spurs,107.0,,18797.0,AT&T Center,200711132030,LAL,SAS,200711132030LALSAS
2007-11-13 21:00:00,New York Knicks,102.0,Phoenix Suns,113.0,,18422.0,US Airways Center,200711132100,NYK,PHX,200711132100NYKPHX
2007-11-13 22:00:00,Detroit Pistons,94.0,Portland Trail Blazers,102.0,,19980.0,Rose Garden Arena,200711132200,DET,POR,200711132200DETPOR
2007-11-14 19:00:00,Utah Jazz,92.0,Toronto Raptors,88.0,,17337.0,Air Canada Centre,200711141900,UTA,TOR,200711141900UTATOR
2007-11-14 19:00:00,Indiana Pacers,90.0,Washington Wizards,103.0,,12477.0,Verizon Center,200711141900,IND,WAS,200711141900INDWAS
2007-11-14 19:00:00,Orlando Magic,117.0,Cleveland Cavaliers,116.0,OT,20562.0,Quicken Loans Arena,200711141900,ORL,CLE,200711141900ORLCLE
2007-11-14 19:00:00,Charlotte Bobcats,109.0,Atlanta Hawks,117.0,,12239.0,Philips Arena,200711141900,CAB,ATL,200711141900CABATL
2007-11-14 19:30:00,New Jersey Nets,69.0,Boston Celtics,91.0,,18624.0,TD Banknorth Garden,200711141930,NJN,BOS,200711141930NJNBOS
2007-11-14 19:30:00,Seattle SuperSonics,104.0,Miami Heat,95.0,,19600.0,AmericanAirlines Arena,200711141930,SEA,MIA,200711141930SEAMIA
2007-11-14 20:00:00,Memphis Grizzlies,99.0,Milwaukee Bucks,102.0,,13462.0,Bradley Center,200711142000,MEM,MIL,200711142000MEMMIL
2007-11-14 20:00:00,Sacramento Kings,103.0,Minnesota Timberwolves,108.0,,11656.0,Target Center,200711142000,SAC,MIN,200711142000SACMIN
2007-11-14 20:00:00,Philadelphia 76ers,76.0,New Orleans Hornets,95.0,,8302.0,New Orleans Arena,200711142000,PHI,NOH,200711142000PHINOH
2007-11-14 21:00:00,Portland Trail Blazers,93.0,Denver Nuggets,110.0,,13289.0,Pepsi Center,200711142100,POR,DEN,200711142100PORDEN
2007-11-14 21:00:00,Los Angeles Lakers,93.0,Houston Rockets,90.0,,18178.0,Toyota Center,200711142100,LAL,HOU,200711142100LALHOU
2007-11-14 22:30:00,New York Knicks,81.0,Los Angeles Clippers,84.0,,15296.0,STAPLES Center,200711142230,NYK,LAC,200711142230NYKLAC
2007-11-14 22:30:00,Detroit Pistons,111.0,Golden State Warriors,104.0,,18923.0,Oracle Arena,200711142230,DET,GSW,200711142230DETGSW
2007-11-15 20:00:00,San Antonio Spurs,92.0,Dallas Mavericks,105.0,,20468.0,American Airlines Center,200711152000,SAS,DAL,200711152000SASDAL
2007-11-15 22:30:00,Chicago Bulls,102.0,Phoenix Suns,112.0,,18422.0,US Airways Center,200711152230,CHI,PHX,200711152230CHIPHX
2007-11-16 19:00:00,Portland Trail Blazers,88.0,Philadelphia 76ers,92.0,,11483.0,Wachovia Center,200711161900,POR,PHI,200711161900PORPHI
2007-11-16 19:00:00,Indiana Pacers,101.0,Toronto Raptors,110.0,,19800.0,Air Canada Centre,200711161900,IND,TOR,200711161900INDTOR
2007-11-16 19:30:00,Seattle SuperSonics,126.0,Atlanta Hawks,123.0,2OT,13534.0,Philips Arena,200711161930,SEA,ATL,200711161930SEAATL
2007-11-16 19:30:00,Miami Heat,91.0,Boston Celtics,92.0,,18624.0,TD Banknorth Garden,200711161930,MIA,BOS,200711161930MIABOS
2007-11-16 19:30:00,Utah Jazz,94.0,Cleveland Cavaliers,99.0,,19862.0,Quicken Loans Arena,200711161930,UTA,CLE,200711161930UTACLE
2007-11-16 19:30:00,Orlando Magic,95.0,New Jersey Nets,70.0,,15115.0,Izod Center,200711161930,ORL,NJN,200711161930ORLNJN
2007-11-16 20:00:00,New Orleans Hornets,120.0,Memphis Grizzlies,118.0,OT,13271.0,FedEx Forum,200711162000,NOH,MEM,200711162000NOHMEM
2007-11-16 20:00:00,Washington Wizards,105.0,Minnesota Timberwolves,89.0,,11783.0,Target Center,200711162000,WAS,MIN,200711162000WASMIN
2007-11-16 20:00:00,Houston Rockets,84.0,San Antonio Spurs,90.0,,18797.0,AT&T Center,200711162000,HOU,SAS,200711162000HOUSAS
2007-11-16 22:00:00,New York Knicks,118.0,Sacramento Kings,123.0,2OT,12549.0,ARCO Arena (II),200711162200,NYK,SAC,200711162200NYKSAC
2007-11-16 22:30:00,Los Angeles Clippers,105.0,Golden State Warriors,122.0,,19596.0,Oracle Arena,200711162230,LAC,GSW,200711162230LACGSW
2007-11-16 22:30:00,Detroit Pistons,91.0,Los Angeles Lakers,103.0,,18997.0,STAPLES Center,200711162230,DET,LAL,200711162230DETLAL
2007-11-17 19:00:00,Portland Trail Blazers,90.0,Washington Wizards,109.0,,20173.0,Verizon Center,200711171900,POR,WAS,200711171900PORWAS
2007-11-17 19:00:00,Utah Jazz,97.0,Indiana Pacers,117.0,,12447.0,Conseco Fieldhouse,200711171900,UTA,IND,200711171900UTAIND
2007-11-17 19:00:00,Seattle SuperSonics,84.0,Charlotte Bobcats,100.0,,13697.0,Charlotte Bobcats Arena,200711171900,SEA,CAB,200711171900SEACAB
2007-11-17 19:30:00,Miami Heat,91.0,New Jersey Nets,87.0,,16797.0,Izod Center,200711171930,MIA,NJN,200711171930MIANJN
